datum,žák,předmět,známka
16.3.,Arabela,Čtení,1
12.2.,Široký,Programování,1
2.4.,Pažout,Programování,2
17.5.,Fantomas,Tělocvik,3
24.5.,Karkulka,Programování,1
19.3.,Mach,Zpěv,2
15.2.,Bobek,Grafika,2
4.3.,Ferda,Zeměpis,2
3.5.,Zvonilka,Zeměpis,1
9.2.,Bob,Psaní,3
24.3.,Mach,Zeměpis,3
27.6.,Rusalka,Matematika,1
11.4.,Krakonoš,Grafika,1
8.2.,Dlouhý,Zpěv,1
7.2.,Gump,Zpěv,2
7.4.,Drsoň,Psaní,1
17.4.,Bystrozraký,Programování,2
12.2.,Bob,Psaní,1
24.6.,Arabela,Psaní,1
18.6.,Jerry,Zpěv,3
8.4.,Tom,Programování,3
16.3.,Jasoň,Zeměpis,1
28.6.,Drsoň,Zpěv,2
27.5.,Jasoň,Grafika,1
13.5.,Krakonoš,Tělocvik,1
26.5.,Fantomas,Zpěv,2
11.3.,Ferda,Zpěv,1
26.2.,Horáček,Zpěv,2
19.6.,Potter,Tělocvik,1
14.2.,Krátkozraký,Zeměpis,2
26.5.,Ferda,Čtení,1
9.6.,Bob,Zpěv,1
24.4.,Gump,Matematika,2
1.2.,Horáček,Matematika,1
25.6.,Gump,Programování,3
26.5.,Ferda,Programování,1
20.4.,Krakonoš,Tělocvik,1
9.5.,Zvonilka,Grafika,2
12.6.,Mach,Zpěv,1
27.5.,Šebestová,Zpěv,2
23.5.,Gump,Tělocvik,1
5.6.,Rusalka,Psaní,1
22.2.,Tom,Čtení,1
10.4.,Bob,Zpěv,2
11.2.,Rusalka,Grafika,1
23.5.,Jerry,Zpěv,2
25.3.,Ferda,Tělocvik,1
17.2.,Rusalka,Psaní,1
12.6.,Tom,Grafika,2
8.3.,Fantomas,Zeměpis,2
12.6.,Široký,Matematika,1
8.6.,Krakonoš,Tělocvik,1
7.4.,Pažout,Grafika,2
15.3.,Jerry,Programování,3
14.5.,Bobek,Psaní,1
1.2.,Tuček,Zeměpis,4
1.2.,Šlajs,Zeměpis,4
24.4.,Pažout,Čtení,5
16.6.,Dlouhý,Zeměpis,2
15.5.,Bobek,Tělocvik,1
12.5.,Mach,Psaní,2
4.5.,Ferda,Psaní,1
22.2.,Bobek,Zeměpis,1
18.5.,Sněhurka,Zeměpis,1
22.3.,Jerry,Čtení,1
18.6.,Karkulka,Zeměpis,1
10.2.,Bystrozraký,Matematika,2
24.5.,Karkulka,Čtení,1
6.4.,Bobek,Čtení,1
8.5.,Fantomas,Tělocvik,1
5.3.,Karkulka,Čtení,1
8.5.,Rumcasj,Zeměpis,2
28.6.,Popelka,Zeměpis,1
19.5.,Arabela,Psaní,1
11.3.,Tom,Psaní,1
22.6.,Gump,Čtení,1
17.5.,Jerry,Tělocvik,3
10.4.,Mach,Tělocvik,1
5.6.,Gump,Psaní,3
25.5.,Fantomas,Grafika,3
9.4.,Karkulka,Psaní,1
1.4.,Fantomas,Zpěv,1
8.5.,Jasoň,Grafika,1
20.4.,Gump,Matematika,1
22.6.,Arabela,Zpěv,1
5.6.,Rusalka,Matematika,1
22.5.,Bobek,Zeměpis,2
24.5.,Krakonoš,Čtení,1
1.5.,Tuček,Zeměpis,4
1.5.,Šlajs,Zeměpis,4
6.3.,Fantomas,Psaní,2
17.2.,Drsoň,Zeměpis,1
25.2.,Popelka,Zeměpis,1
13.2.,Gump,Tělocvik,3
23.2.,Bobek,Tělocvik,1
4.4.,Bobek,Programování,1
6.5.,Zvonilka,Programování,1
1.4.,Potter,Psaní,1
9.5.,Široký,Zeměpis,1
13.6.,Fantomas,Tělocvik,1
16.6.,Potter,Čtení,1
25.4.,Bystrozraký,Tělocvik,2
1.3.,Pažout,Tělocvik,2
3.5.,Nemo,Tělocvik,2
20.3.,Krakonoš,Grafika,2
3.6.,Dlouhý,Programování,1
17.5.,Mach,Grafika,1
8.4.,Sněhurka,Čtení,1
26.3.,Bob,Psaní,1
16.6.,Nemo,Tělocvik,2
19.2.,Široký,Zpěv,1
8.3.,Rusalka,Grafika,2
18.4.,Arabela,Matematika,1
25.3.,Mach,Tělocvik,1
27.6.,Krakonoš,Grafika,1
24.3.,Potter,Psaní,1
20.3.,Popelka,Zpěv,1
11.4.,Bob,Zeměpis,1
13.5.,Bystrozraký,Programování,2
2.2.,Šebestová,Psaní,1
17.2.,Nemo,Zpěv,3
15.3.,Široký,Zeměpis,2
1.2.,Široký,Grafika,1
27.2.,Ferda,Grafika,1
28.2.,Šebestová,Matematika,1
28.3.,Zvonilka,Čtení,1
22.5.,Drsoň,Zpěv,3
8.5.,Potter,Grafika,1
15.2.,Ferda,Zeměpis,2
21.4.,Široký,Tělocvik,1
1.2.,Horáček,Psaní,4
12.5.,Široký,Tělocvik,2
11.5.,Ferda,Grafika,1
25.6.,Dlouhý,Programování,2
3.3.,Fantomas,Čtení,3
3.5.,Tom,Čtení,2
18.6.,Ferda,Grafika,1
7.6.,Krátkozraký,Čtení,1
12.4.,Drsoň,Matematika,2
17.6.,Tuček,Psaní,1
17.6.,Šlajs,Psaní,1
13.3.,Šebestová,Zeměpis,1
27.3.,Nemo,Zeměpis,1
21.5.,Tuček,Matematika,4
21.5.,Šlajs,Matematika,4
24.5.,Ferda,Čtení,1
7.2.,Široký,Grafika,2
4.4.,Potter,Matematika,1
13.4.,Gump,Programování,2
25.2.,Gump,Tělocvik,1
10.5.,Arabela,Grafika,1
25.5.,Horáček,Programování,2
23.4.,Bobek,Programování,1
23.2.,Potter,Tělocvik,1
10.5.,Zvonilka,Zpěv,1
6.6.,Sněhurka,Zeměpis,1
27.6.,Bobek,Zeměpis,1
9.2.,Pažout,Grafika,3
24.2.,Rusalka,Čtení,1
7.4.,Popelka,Grafika,1
12.5.,Jerry,Programování,2
8.4.,Rusalka,Psaní,1
10.3.,Arabela,Grafika,1
9.5.,Nemo,Zeměpis,1
19.3.,Zvonilka,Tělocvik,1
28.2.,Dlouhý,Matematika,3
5.2.,Rusalka,Psaní,2
26.6.,Rumcasj,Matematika,2
28.2.,Pažout,Grafika,3
7.2.,Potter,Čtení,1
21.4.,Jerry,Matematika,3
27.5.,Fantomas,Zpěv,1
18.2.,Popelka,Zeměpis,1
16.6.,Karkulka,Čtení,1
16.2.,Bob,Psaní,1
21.5.,Nemo,Zeměpis,2
13.6.,Fantomas,Zeměpis,3
16.3.,Sněhurka,Tělocvik,1
1.5.,Sněhurka,Tělocvik,1
11.6.,Krátkozraký,Zpěv,1
25.4.,Šebestová,Programování,1
25.2.,Rumcasj,Tělocvik,1
5.2.,Karkulka,Zpěv,1
20.2.,Bob,Programování,1
15.3.,Tom,Tělocvik,1
5.3.,Zvonilka,Psaní,1
27.4.,Jasoň,Grafika,2
2.2.,Krakonoš,Zpěv,1
5.4.,Gump,Zpěv,2
12.5.,Krakonoš,Tělocvik,2
27.6.,Tom,Zpěv,1
15.6.,Mach,Tělocvik,1
21.4.,Mach,Grafika,1
13.4.,Pažout,Psaní,5
9.2.,Pažout,Tělocvik,4
14.5.,Ferda,Psaní,1
10.3.,Tuček,Grafika,3
10.3.,Šlajs,Grafika,3
21.6.,Dlouhý,Zeměpis,3
24.3.,Krakonoš,Tělocvik,1
25.2.,Horáček,Zeměpis,5
16.3.,Karkulka,Psaní,1
22.4.,Drsoň,Zeměpis,2
7.6.,Popelka,Programování,1
8.5.,Krátkozraký,Zeměpis,2
7.6.,Jerry,Zeměpis,2
11.4.,Tuček,Programování,3
11.4.,Šlajs,Programování,3
20.6.,Široký,Tělocvik,1
17.4.,Horáček,Matematika,5
25.6.,Rumcasj,Zeměpis,3
25.6.,Sněhurka,Čtení,1
6.3.,Bystrozraký,Zeměpis,3
28.5.,Šebestová,Zeměpis,2
23.5.,Mach,Programování,3
8.2.,Horáček,Matematika,4
3.6.,Drsoň,Programování,2
8.4.,Sněhurka,Zeměpis,1
13.4.,Krátkozraký,Grafika,1
14.2.,Bob,Zpěv,4
4.4.,Tom,Psaní,3
1.2.,Fantomas,Tělocvik,3
14.6.,Dlouhý,Programování,1
19.4.,Bob,Zpěv,1
5.6.,Fantomas,Psaní,3
18.5.,Široký,Grafika,1
26.2.,Mach,Zeměpis,1
12.5.,Popelka,Programování,1
7.2.,Zvonilka,Tělocvik,2
11.4.,Krátkozraký,Psaní,1
5.5.,Šebestová,Programování,3
13.5.,Tuček,Tělocvik,3
13.5.,Šlajs,Tělocvik,3
3.4.,Tuček,Zeměpis,2
3.4.,Šlajs,Zeměpis,2
20.5.,Rusalka,Čtení,1
16.3.,Fantomas,Matematika,1
7.2.,Mach,Zpěv,1
23.6.,Široký,Čtení,1
19.3.,Nemo,Matematika,2
1.2.,Jerry,Grafika,2
12.6.,Tuček,Psaní,1
12.6.,Šlajs,Psaní,1
7.3.,Bobek,Čtení,1
1.2.,Krakonoš,Programování,2
5.4.,Dlouhý,Čtení,1
4.4.,Krakonoš,Zeměpis,1
16.4.,Rusalka,Čtení,1
25.2.,Popelka,Grafika,1
4.5.,Široký,Programování,3
25.5.,Popelka,Programování,1
2.4.,Karkulka,Matematika,1
5.4.,Rumcasj,Zpěv,2
12.3.,Jerry,Matematika,2
16.6.,Ferda,Čtení,1
5.2.,Potter,Grafika,1
28.4.,Arabela,Grafika,1
12.4.,Tom,Grafika,2
28.3.,Gump,Čtení,1
19.2.,Rusalka,Čtení,2
21.6.,Rusalka,Tělocvik,1
1.6.,Tuček,Tělocvik,1
1.6.,Šlajs,Tělocvik,1
23.5.,Bystrozraký,Zeměpis,1
6.2.,Ferda,Zpěv,1
11.5.,Potter,Programování,1
28.3.,Pažout,Čtení,3
2.5.,Šebestová,Matematika,1
10.6.,Pažout,Zpěv,5
28.5.,Šebestová,Programování,1
23.6.,Dlouhý,Zpěv,2
1.4.,Horáček,Čtení,3
19.2.,Gump,Tělocvik,2
4.2.,Karkulka,Tělocvik,1
25.2.,Jerry,Čtení,3
23.5.,Arabela,Grafika,1
8.4.,Jerry,Tělocvik,2
19.4.,Tom,Tělocvik,2
8.6.,Mach,Programování,2
24.2.,Karkulka,Zpěv,1
3.6.,Horáček,Čtení,2
1.5.,Rumcasj,Čtení,1
14.5.,Jasoň,Matematika,1
12.3.,Fantomas,Tělocvik,2
26.2.,Pažout,Zeměpis,5
18.6.,Pažout,Grafika,5
15.5.,Ferda,Grafika,1
3.3.,Krakonoš,Tělocvik,2
24.3.,Gump,Zpěv,1
4.5.,Popelka,Psaní,2
22.5.,Pažout,Tělocvik,5
2.5.,Krátkozraký,Čtení,1
15.5.,Krakonoš,Matematika,2
26.3.,Mach,Zeměpis,1
10.6.,Tuček,Zpěv,3
10.6.,Šlajs,Zpěv,3
23.3.,Jerry,Programování,2
5.5.,Sněhurka,Čtení,1
23.5.,Rumcasj,Tělocvik,2
21.2.,Potter,Tělocvik,1
2.3.,Pažout,Grafika,4
7.3.,Bobek,Tělocvik,1
10.6.,Drsoň,Zeměpis,3
4.4.,Arabela,Čtení,1
12.2.,Mach,Grafika,2
15.4.,Rumcasj,Zeměpis,1
23.4.,Šebestová,Zeměpis,2
27.3.,Karkulka,Grafika,1
16.2.,Šebestová,Zpěv,2
14.2.,Dlouhý,Programování,2
1.4.,Šebestová,Čtení,3
24.6.,Jerry,Programování,2
25.5.,Jerry,Programování,2
5.2.,Tuček,Tělocvik,4
5.2.,Šlajs,Tělocvik,4
1.2.,Tuček,Čtení,3
1.2.,Šlajs,Čtení,3
28.5.,Tom,Matematika,2
21.2.,Jasoň,Zpěv,1
21.3.,Gump,Zpěv,1
25.6.,Krakonoš,Programování,1
4.6.,Jasoň,Matematika,1
12.5.,Bobek,Grafika,3
16.4.,Drsoň,Matematika,2
26.5.,Arabela,Matematika,2
23.4.,Šebestová,Programování,2
12.5.,Pažout,Čtení,3
28.4.,Ferda,Grafika,1
8.2.,Tom,Grafika,1
20.4.,Krakonoš,Zeměpis,1
2.3.,Arabela,Matematika,1
9.5.,Gump,Matematika,3
14.2.,Zvonilka,Psaní,1
13.6.,Bob,Programování,3
14.6.,Sněhurka,Čtení,1
15.5.,Tom,Tělocvik,3
3.5.,Rusalka,Tělocvik,1
2.5.,Bob,Zpěv,3
17.4.,Nemo,Grafika,1
5.3.,Nemo,Grafika,1
8.3.,Bystrozraký,Zeměpis,2
5.5.,Široký,Psaní,1
11.6.,Dlouhý,Psaní,1
7.3.,Horáček,Zpěv,4
25.2.,Pažout,Čtení,3
13.2.,Krakonoš,Tělocvik,2
10.5.,Gump,Psaní,1
20.2.,Drsoň,Psaní,2
15.3.,Ferda,Matematika,1
8.2.,Gump,Matematika,4
2.3.,Mach,Zeměpis,1
4.3.,Drsoň,Zpěv,3
10.2.,Zvonilka,Psaní,2
11.5.,Potter,Grafika,1
23.4.,Horáček,Matematika,3
7.2.,Bystrozraký,Matematika,1
24.2.,Krakonoš,Psaní,1
9.3.,Karkulka,Matematika,1
12.6.,Popelka,Zpěv,1
27.6.,Karkulka,Psaní,1
17.4.,Tuček,Programování,2
17.4.,Šlajs,Programování,2
11.5.,Sněhurka,Programování,1
9.6.,Arabela,Tělocvik,1
25.4.,Drsoň,Čtení,1
4.2.,Dlouhý,Grafika,3
20.2.,Krátkozraký,Psaní,3
1.6.,Karkulka,Čtení,1
24.2.,Rumcasj,Programování,1
16.3.,Potter,Psaní,1
9.3.,Popelka,Matematika,2
8.4.,Krátkozraký,Zeměpis,1
4.6.,Pažout,Zpěv,5
8.3.,Gump,Psaní,4
6.4.,Drsoň,Zeměpis,2
1.2.,Fantomas,Grafika,4
3.6.,Šebestová,Zpěv,1
20.5.,Dlouhý,Psaní,2
9.5.,Tuček,Grafika,2
9.5.,Šlajs,Grafika,2
6.3.,Ferda,Psaní,1
2.3.,Fantomas,Programování,1
13.6.,Ferda,Čtení,2
16.4.,Tuček,Grafika,1
16.4.,Šlajs,Grafika,1
20.6.,Rumcasj,Matematika,4
27.4.,Bystrozraký,Tělocvik,1
17.5.,Jerry,Tělocvik,2
22.4.,Krakonoš,Čtení,1
16.6.,Fantomas,Matematika,1
23.6.,Horáček,Psaní,1
9.3.,Bobek,Zeměpis,1
12.6.,Sněhurka,Matematika,1
3.5.,Šebestová,Zpěv,2
2.3.,Bystrozraký,Zeměpis,1
26.5.,Široký,Tělocvik,1
17.3.,Zvonilka,Psaní,1
2.4.,Jerry,Matematika,1
21.5.,Horáček,Tělocvik,3
7.3.,Mach,Tělocvik,2
16.3.,Bystrozraký,Programování,1
11.4.,Pažout,Programování,3
12.6.,Bystrozraký,Matematika,2
4.3.,Krakonoš,Zeměpis,1
15.6.,Krakonoš,Programování,1
21.3.,Fantomas,Psaní,1
22.5.,Horáček,Čtení,2
8.5.,Horáček,Psaní,5
4.3.,Mach,Matematika,2
9.6.,Tom,Programování,1
5.4.,Karkulka,Psaní,1
17.3.,Tom,Psaní,2
7.2.,Potter,Psaní,1
8.3.,Arabela,Psaní,1
17.2.,Široký,Čtení,2
27.2.,Bystrozraký,Psaní,2
18.2.,Bob,Grafika,2
16.2.,Tom,Psaní,2
8.5.,Bobek,Čtení,3
14.2.,Horáček,Matematika,2
10.4.,Gump,Matematika,2
22.5.,Krátkozraký,Psaní,2
22.2.,Drsoň,Psaní,2
16.5.,Bob,Programování,1
10.4.,Bystrozraký,Čtení,3
26.6.,Rumcasj,Programování,1
7.2.,Potter,Psaní,1
28.3.,Rusalka,Zpěv,1
25.5.,Krakonoš,Tělocvik,2
9.4.,Krátkozraký,Čtení,2
9.4.,Arabela,Psaní,1
5.5.,Fantomas,Zpěv,1
21.2.,Drsoň,Tělocvik,2
9.2.,Drsoň,Programování,1
14.6.,Bobek,Psaní,2
7.4.,Mach,Zpěv,1
8.4.,Karkulka,Tělocvik,1
24.3.,Zvonilka,Grafika,1
18.2.,Sněhurka,Tělocvik,1
9.4.,Jasoň,Matematika,2
16.4.,Rusalka,Zpěv,1
10.6.,Ferda,Zeměpis,2
4.2.,Šebestová,Zpěv,1
15.4.,Rusalka,Psaní,1
6.3.,Arabela,Tělocvik,1
28.5.,Nemo,Zeměpis,1
11.3.,Šebestová,Zeměpis,3
2.2.,Jerry,Psaní,3
28.3.,Jasoň,Čtení,2
16.4.,Bystrozraký,Grafika,3
12.3.,Rusalka,Psaní,1
26.3.,Mach,Grafika,1
1.6.,Arabela,Zpěv,1
17.6.,Arabela,Zeměpis,1
13.3.,Tom,Grafika,2
21.2.,Nemo,Programování,2
26.5.,Fantomas,Čtení,1
23.5.,Bystrozraký,Čtení,1
10.5.,Bob,Psaní,1
24.5.,Arabela,Programování,2
20.2.,Tuček,Zpěv,3
20.2.,Šlajs,Zpěv,3
17.5.,Jerry,Programování,1
1.6.,Krakonoš,Programování,1
17.4.,Drsoň,Zeměpis,3
16.5.,Zvonilka,Matematika,1
10.3.,Jasoň,Zeměpis,1
19.4.,Rusalka,Psaní,1
4.5.,Dlouhý,Čtení,1
21.3.,Rusalka,Matematika,2
3.4.,Bystrozraký,Matematika,1
6.2.,Jasoň,Tělocvik,2
28.2.,Jerry,Zpěv,1
7.5.,Potter,Čtení,1
11.3.,Tom,Matematika,2
23.5.,Jasoň,Psaní,1
19.3.,Arabela,Zeměpis,1
18.2.,Široký,Grafika,1
28.3.,Bobek,Psaní,2
13.4.,Nemo,Čtení,1
5.3.,Nemo,Programování,2
17.4.,Karkulka,Čtení,1
9.2.,Dlouhý,Grafika,1
2.2.,Mach,Zpěv,2
3.4.,Šebestová,Programování,2
15.4.,Bystrozraký,Programování,3
16.6.,Rusalka,Zpěv,1
11.5.,Popelka,Grafika,1
5.3.,Sněhurka,Matematika,1
15.6.,Nemo,Psaní,2
1.3.,Bob,Zpěv,3
11.2.,Drsoň,Psaní,2
13.5.,Potter,Tělocvik,1
8.3.,Krakonoš,Grafika,1
15.5.,Drsoň,Matematika,1
26.2.,Bystrozraký,Čtení,1
11.2.,Pažout,Programování,2
11.6.,Bobek,Psaní,2
5.5.,Dlouhý,Čtení,2
18.3.,Bystrozraký,Programování,1
1.3.,Nemo,Programování,2
18.4.,Arabela,Psaní,1
24.2.,Ferda,Grafika,2
9.2.,Mach,Zeměpis,2
8.3.,Krátkozraký,Zpěv,2
21.2.,Nemo,Čtení,2
9.4.,Nemo,Čtení,3
6.2.,Karkulka,Psaní,1
8.3.,Zvonilka,Tělocvik,2
7.4.,Rusalka,Psaní,2
14.3.,Mach,Psaní,1
14.2.,Bystrozraký,Zeměpis,2
24.6.,Potter,Programování,1
6.5.,Krátkozraký,Grafika,1
20.4.,Krátkozraký,Zeměpis,1
15.4.,Tuček,Čtení,2
15.4.,Šlajs,Čtení,2
17.6.,Jerry,Tělocvik,1
12.3.,Krakonoš,Psaní,2
6.5.,Rusalka,Čtení,2
16.3.,Bobek,Zeměpis,1
13.6.,Nemo,Grafika,2
16.5.,Šebestová,Zeměpis,3
16.4.,Zvonilka,Programování,2
25.3.,Krakonoš,Čtení,1
4.2.,Tuček,Zpěv,4
4.2.,Šlajs,Zpěv,4
2.5.,Karkulka,Grafika,1
20.2.,Karkulka,Matematika,1
1.5.,Dlouhý,Zeměpis,3
23.3.,Popelka,Tělocvik,1
11.3.,Rusalka,Psaní,1
18.3.,Mach,Zpěv,1
17.5.,Jerry,Tělocvik,3
3.6.,Nemo,Zpěv,1
5.3.,Krakonoš,Čtení,1
16.6.,Pažout,Zeměpis,3
15.6.,Široký,Programování,1
7.5.,Popelka,Grafika,1
22.4.,Zvonilka,Zpěv,1
18.5.,Sněhurka,Tělocvik,1
3.4.,Bystrozraký,Matematika,3
17.2.,Rumcasj,Matematika,3
11.4.,Horáček,Zeměpis,1
23.5.,Mach,Psaní,2
17.2.,Zvonilka,Tělocvik,2
13.6.,Šebestová,Čtení,1
17.4.,Drsoň,Programování,2
5.5.,Pažout,Čtení,5
3.6.,Tom,Matematika,3
19.6.,Horáček,Psaní,5
2.2.,Dlouhý,Grafika,1
23.6.,Tom,Matematika,2
2.5.,Karkulka,Tělocvik,1
5.3.,Dlouhý,Matematika,2
10.4.,Karkulka,Tělocvik,1
24.6.,Rusalka,Psaní,2
24.4.,Nemo,Programování,2
16.4.,Tuček,Zpěv,2
16.4.,Šlajs,Zpěv,2
27.2.,Nemo,Zeměpis,3
23.2.,Dlouhý,Zeměpis,1
9.6.,Tuček,Programování,4
9.6.,Šlajs,Programování,4
27.5.,Krátkozraký,Grafika,1
3.2.,Drsoň,Psaní,1
14.3.,Sněhurka,Zeměpis,1
18.5.,Krátkozraký,Zpěv,1
4.5.,Gump,Grafika,1
21.2.,Arabela,Grafika,1
5.2.,Šebestová,Matematika,1
8.5.,Široký,Zeměpis,2
19.6.,Jasoň,Matematika,1
22.2.,Dlouhý,Grafika,2
10.4.,Pažout,Tělocvik,2
2.4.,Popelka,Zpěv,1
20.3.,Krakonoš,Zpěv,1
11.3.,Rusalka,Psaní,1
25.2.,Drsoň,Zeměpis,2
5.2.,Rusalka,Zpěv,1
24.4.,Bob,Matematika,3
9.6.,Pažout,Zeměpis,2
23.6.,Krátkozraký,Psaní,2
18.6.,Arabela,Grafika,1
8.6.,Arabela,Matematika,2
23.5.,Potter,Psaní,1
13.5.,Krakonoš,Matematika,1
12.5.,Rumcasj,Programování,1
15.4.,Bystrozraký,Tělocvik,2
24.6.,Horáček,Grafika,4
8.6.,Tuček,Matematika,1
8.6.,Šlajs,Matematika,1
9.2.,Krátkozraký,Matematika,2
2.5.,Ferda,Grafika,2
11.6.,Pažout,Tělocvik,4
16.4.,Tom,Čtení,3
27.6.,Pažout,Zeměpis,5
20.4.,Nemo,Psaní,1
9.6.,Rusalka,Matematika,1
8.4.,Tuček,Zeměpis,1
8.4.,Šlajs,Zeměpis,1
1.4.,Zvonilka,Zeměpis,1
22.4.,Široký,Psaní,1
7.3.,Bystrozraký,Grafika,2
23.2.,Bobek,Tělocvik,2
4.3.,Zvonilka,Grafika,1
21.3.,Jerry,Čtení,1
2.3.,Tuček,Matematika,2
2.3.,Šlajs,Matematika,2
15.2.,Tuček,Programování,4
15.2.,Šlajs,Programování,4
8.6.,Tuček,Tělocvik,1
8.6.,Šlajs,Tělocvik,1
11.2.,Gump,Zpěv,4
9.4.,Tuček,Psaní,3
9.4.,Šlajs,Psaní,3
13.5.,Široký,Matematika,1
24.4.,Ferda,Zpěv,1
8.5.,Potter,Grafika,1
12.5.,Bob,Čtení,3
19.3.,Jerry,Tělocvik,3
5.3.,Potter,Grafika,1
25.2.,Bobek,Grafika,1
23.2.,Pažout,Čtení,5
18.4.,Gump,Psaní,1
16.6.,Rumcasj,Zeměpis,1
28.3.,Rumcasj,Čtení,3
2.2.,Horáček,Tělocvik,4
10.2.,Jerry,Grafika,2
5.2.,Mach,Tělocvik,1
24.4.,Krakonoš,Čtení,1
13.2.,Arabela,Tělocvik,1
7.2.,Drsoň,Zeměpis,3
15.6.,Jasoň,Psaní,2
10.4.,Široký,Zpěv,1
6.4.,Bob,Čtení,2
13.6.,Nemo,Čtení,1
27.3.,Dlouhý,Programování,1
16.4.,Drsoň,Čtení,1
3.5.,Tom,Zeměpis,2
10.6.,Popelka,Zeměpis,2
2.4.,Bob,Psaní,1
19.3.,Popelka,Tělocvik,1
12.4.,Gump,Zpěv,1
6.5.,Šebestová,Čtení,1
11.5.,Drsoň,Čtení,3
1.3.,Krátkozraký,Zeměpis,3
6.2.,Fantomas,Matematika,1
7.2.,Rumcasj,Psaní,3
1.4.,Rusalka,Grafika,1
22.3.,Krátkozraký,Grafika,1
25.6.,Tuček,Zeměpis,1
25.6.,Šlajs,Zeměpis,1
13.3.,Horáček,Tělocvik,1
14.3.,Rusalka,Grafika,1
16.4.,Sněhurka,Grafika,1
26.6.,Zvonilka,Matematika,1
20.3.,Rumcasj,Programování,2
20.2.,Bystrozraký,Čtení,1
6.3.,Krakonoš,Zeměpis,1
2.4.,Popelka,Čtení,2
9.6.,Mach,Tělocvik,1
11.5.,Rumcasj,Tělocvik,1
8.5.,Bobek,Zeměpis,2
7.4.,Jasoň,Čtení,2
19.3.,Rusalka,Matematika,1
5.3.,Fantomas,Matematika,2
22.2.,Potter,Grafika,1
25.4.,Horáček,Zpěv,4
17.3.,Rusalka,Tělocvik,1
23.6.,Gump,Tělocvik,1
12.3.,Široký,Psaní,1
4.4.,Drsoň,Zpěv,1
4.2.,Mach,Tělocvik,1
22.3.,Bobek,Programování,1
20.2.,Mach,Grafika,1
11.6.,Bob,Psaní,1
9.6.,Zvonilka,Matematika,1
17.3.,Zvonilka,Čtení,1
12.4.,Arabela,Grafika,2
5.3.,Jasoň,Zpěv,1
28.6.,Sněhurka,Matematika,1
25.3.,Popelka,Čtení,2
22.4.,Bobek,Grafika,1
18.6.,Popelka,Grafika,1
15.4.,Bob,Grafika,1
21.4.,Arabela,Programování,1
20.3.,Rumcasj,Zpěv,1
5.6.,Tuček,Grafika,2
5.6.,Šlajs,Grafika,2
10.6.,Tuček,Zeměpis,4
10.6.,Šlajs,Zeměpis,4
8.3.,Sněhurka,Tělocvik,1
6.4.,Bobek,Programování,1
25.6.,Zvonilka,Grafika,1
1.6.,Rumcasj,Čtení,3
21.5.,Sněhurka,Tělocvik,1
16.6.,Bob,Zpěv,4
19.4.,Karkulka,Grafika,1
28.2.,Široký,Zpěv,1
1.6.,Jerry,Tělocvik,3
9.5.,Bobek,Čtení,2
8.5.,Jasoň,Tělocvik,1
7.2.,Šebestová,Čtení,1
1.6.,Fantomas,Čtení,2
28.4.,Rumcasj,Matematika,1
18.3.,Krátkozraký,Psaní,1
15.3.,Gump,Psaní,1
9.4.,Ferda,Psaní,1
20.4.,Ferda,Psaní,1
13.2.,Krátkozraký,Zpěv,3
6.2.,Rumcasj,Tělocvik,3
1.4.,Fantomas,Matematika,3
9.3.,Jerry,Zpěv,2
11.6.,Pažout,Psaní,5
20.6.,Ferda,Psaní,1
15.3.,Popelka,Programování,2
23.6.,Rusalka,Čtení,1
24.3.,Krakonoš,Psaní,2
25.6.,Arabela,Programování,1
12.2.,Bobek,Psaní,1
17.5.,Rusalka,Psaní,2
7.2.,Široký,Zpěv,1
15.6.,Tuček,Čtení,2
15.6.,Šlajs,Čtení,2
10.5.,Ferda,Čtení,1
2.4.,Sněhurka,Zeměpis,1
15.5.,Tom,Programování,2
10.3.,Bob,Zpěv,1
28.2.,Dlouhý,Zpěv,2
13.4.,Tuček,Matematika,3
13.4.,Šlajs,Matematika,3
28.5.,Pažout,Čtení,2
6.4.,Tom,Tělocvik,2
28.2.,Gump,Programování,3
23.6.,Nemo,Tělocvik,1
11.5.,Gump,Grafika,3
27.4.,Nemo,Matematika,2
17.4.,Zvonilka,Programování,1
18.5.,Potter,Grafika,1
16.5.,Drsoň,Zeměpis,3
27.4.,Horáček,Psaní,4
28.5.,Rumcasj,Zpěv,3
22.6.,Šebestová,Tělocvik,3
6.2.,Gump,Zeměpis,1
6.3.,Nemo,Zpěv,2
11.4.,Krátkozraký,Tělocvik,1
24.3.,Popelka,Psaní,2
4.3.,Gump,Programování,1
28.5.,Tom,Čtení,3
17.5.,Potter,Tělocvik,1
8.5.,Bobek,Psaní,2
20.3.,Pažout,Psaní,4
1.6.,Zvonilka,Zeměpis,2
8.2.,Krakonoš,Programování,1
25.6.,Dlouhý,Psaní,3
4.3.,Tuček,Grafika,1
4.3.,Šlajs,Grafika,1
8.5.,Karkulka,Grafika,1
23.6.,Jerry,Psaní,2
9.6.,Potter,Čtení,1
7.4.,Šebestová,Psaní,1
16.3.,Fantomas,Tělocvik,3
24.3.,Karkulka,Psaní,1
10.4.,Rumcasj,Grafika,4
19.3.,Nemo,Zpěv,1
28.4.,Horáček,Programování,1
18.4.,Rusalka,Psaní,1
17.2.,Krakonoš,Programování,2
6.6.,Karkulka,Matematika,1
13.3.,Horáček,Matematika,1
10.4.,Tuček,Tělocvik,2
10.4.,Šlajs,Tělocvik,2
